id,cvat_filename,original_filename,kind,source_path,has_reference_blue,reference_source_path
187,000187.jpg,-17.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-17.jpg,no,
188,000188.jpg,-18.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-18.jpg,no,
189,000189.jpg,-19.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-19.jpg,no,
190,000190.jpg,-2.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-2.jpg,no,
191,000191.jpg,-20.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-20.jpg,no,
192,000192.jpg,-21.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-21.jpg,no,
193,000193.jpg,-22.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-22.jpg,no,
194,000194.jpg,-23.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-23.jpg,no,
195,000195.jpg,-24.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-24.jpg,no,
196,000196.jpg,-25.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-25.jpg,no,
197,000197.jpg,-26.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-26.jpg,no,
198,000198.jpg,-27.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-27.jpg,no,
199,000199.jpg,-28.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-28.jpg,no,
200,000200.jpg,-29.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-29.jpg,no,
201,000201.jpg,-3.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-3.jpg,no,
202,000202.jpg,-30.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-30.jpg,no,
203,000203.jpg,-31.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-31.jpg,no,
204,000204.jpg,-32.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-32.jpg,no,
205,000205.jpg,-33.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-33.jpg,no,
206,000206.jpg,-34.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-34.jpg,no,
207,000207.jpg,-35.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-35.jpg,no,
208,000208.jpg,-36.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-36.jpg,no,
209,000209.jpg,-37.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-37.jpg,no,
210,000210.jpg,-38.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-38.jpg,no,
211,000211.jpg,-39.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-39.jpg,no,
212,000212.jpg,-4.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-4.jpg,no,
213,000213.jpg,-40.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-40.jpg,no,
214,000214.jpg,-42.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-42.jpg,no,
215,000215.jpg,-43.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-43.jpg,no,
216,000216.jpg,-44.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-44.jpg,no,
217,000217.jpg,-45.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-45.jpg,no,
218,000218.jpg,-46.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-46.jpg,no,
219,000219.jpg,-47.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-47.jpg,no,
220,000220.jpg,-49.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-49.jpg,no,
221,000221.jpg,-5.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-5.jpg,no,
222,000222.jpg,-50.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-50.jpg,no,
223,000223.jpg,-6.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-6.jpg,no,
224,000224.jpg,-7.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-7.jpg,no,
225,000225.jpg,-8.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-8.jpg,no,
226,000226.jpg,-9.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/-9.jpg,no,
227,000227.jpg,150_.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/150_.jpg,no,
228,000228.jpg,151_.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/151_.jpg,no,
229,000229.jpg,152_.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/152_.jpg,no,
230,000230.jpg,153_.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/153_.jpg,no,
231,000231.jpg,154_.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/154_.jpg,no,
232,000232.jpg,155_.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/155_.jpg,no,
233,000233.jpg,156_.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/156_.jpg,no,
234,000234.jpg,157_.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/157_.jpg,no,
235,000235.jpg,158_.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/158_.jpg,no,
236,000236.jpg,159_.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/159_.jpg,no,
237,000237.jpg,160_.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/160_.jpg,no,
238,000238.jpg,161_.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/161_.jpg,no,
239,000239.jpg,162_.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/162_.jpg,no,
240,000240.jpg,163_.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/163_.jpg,no,
241,000241.jpg,164_.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/164_.jpg,no,
242,000242.jpg,165_.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/165_.jpg,no,
243,000243.jpg,1822101 1.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/1822101 1.jpg,no,
244,000244.jpg,1822101 2.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/1822101 2.jpg,no,
245,000245.jpg,1822101 3.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/1822101 3.jpg,no,
246,000246.jpg,1822101.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/1822101.jpg,no,
247,000247.jpg,1822215 2.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/1822215 2.jpg,no,
248,000248.jpg,1822215 3 .jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/1822215 3 .jpg,no,
249,000249.jpg,1907294 1.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/1907294 1.jpg,no,
250,000250.jpg,1907296.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/1907296.jpg,no,
251,000251.jpg,2122682 1.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/2122682 1.jpg,no,
252,000252.jpg,41.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/41.jpg,no,
253,000253.jpg,48.jpg,ch2_detail,Фото руд по сортам. ч2/оталькованные/48.jpg,no,
254,000254.jpg,DSCN4243.JPG,ch2_detail,Фото руд по сортам. ч2/оталькованные/DSCN4243.JPG,no,
255,000255.jpg,DSCN4273.JPG,ch2_detail,Фото руд по сортам. ч2/оталькованные/DSCN4273.JPG,no,
256,000256.jpg,DSCN4290.JPG,ch2_detail,Фото руд по сортам. ч2/оталькованные/DSCN4290.JPG,no,
257,000257.jpg,DSCN4303.JPG,ch2_detail,Фото руд по сортам. ч2/оталькованные/DSCN4303.JPG,no,
258,000258.jpg,DSCN4718.JPG,ch2_detail,Фото руд по сортам. ч2/оталькованные/DSCN4718.JPG,no,
259,000259.jpg,DSCN4719.JPG,ch2_detail,Фото руд по сортам. ч2/оталькованные/DSCN4719.JPG,no,
260,000260.jpg,DSCN7417.JPG,ch2_detail,Фото руд по сортам. ч2/оталькованные/DSCN7417.JPG,no,
261,000261.jpg,DSCN7418.JPG,ch2_detail,Фото руд по сортам. ч2/оталькованные/DSCN7418.JPG,no,
262,000262.jpg,DSCN7424.JPG,ch2_detail,Фото руд по сортам. ч2/оталькованные/DSCN7424.JPG,no,
263,000263.jpg,DSCN7481.JPG,ch2_detail,Фото руд по сортам. ч2/оталькованные/DSCN7481.JPG,no,
264,000264.jpg,DSCN7482.JPG,ch2_detail,Фото руд по сортам. ч2/оталькованные/DSCN7482.JPG,no,
265,000265.jpg,DSCN7483.JPG,ch2_detail,Фото руд по сортам. ч2/оталькованные/DSCN7483.JPG,no,
266,000266.jpg,-30.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/-30.jpg,no,
267,000267.jpg,-31.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/-31.jpg,no,
268,000268.jpg,-32.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/-32.jpg,no,
269,000269.jpg,1.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/1.jpg,no,
270,000270.jpg,10.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/10.jpg,no,
271,000271.jpg,100.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/100.JPG,no,
272,000272.jpg,100_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/100_.jpg,no,
273,000273.jpg,101.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/101.JPG,no,
274,000274.jpg,101_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/101_.jpg,no,
275,000275.jpg,102.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/102.JPG,no,
276,000276.jpg,103.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/103.JPG,no,
277,000277.jpg,104.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/104.JPG,no,
278,000278.jpg,105.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/105.JPG,no,
279,000279.jpg,107.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/107.JPG,no,
280,000280.jpg,108.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/108.JPG,no,
281,000281.jpg,109.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/109.JPG,no,
282,000282.jpg,11.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/11.jpg,no,
283,000283.jpg,110.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/110.JPG,no,
284,000284.jpg,111.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/111.JPG,no,
285,000285.jpg,112.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/112.JPG,no,
286,000286.jpg,113.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/113.JPG,no,
287,000287.jpg,114.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/114.JPG,no,
288,000288.jpg,115.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/115.JPG,no,
289,000289.jpg,116.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/116.JPG,no,
290,000290.jpg,117.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/117.JPG,no,
291,000291.jpg,118.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/118.JPG,no,
292,000292.jpg,119.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/119.JPG,no,
293,000293.jpg,12.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/12.jpg,no,
294,000294.jpg,120.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/120.JPG,no,
295,000295.jpg,120_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/120_.jpg,no,
296,000296.jpg,121.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/121.JPG,no,
297,000297.jpg,121_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/121_.jpg,no,
298,000298.jpg,122.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/122.JPG,no,
299,000299.jpg,122_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/122_.jpg,no,
300,000300.jpg,123.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/123.JPG,no,
301,000301.jpg,123_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/123_.jpg,no,
302,000302.jpg,124.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/124.JPG,no,
303,000303.jpg,124_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/124_.jpg,no,
304,000304.jpg,125.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/125.JPG,no,
305,000305.jpg,126.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/126.JPG,no,
306,000306.jpg,127.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/127.JPG,no,
307,000307.jpg,128.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/128.JPG,no,
308,000308.jpg,129.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/129.JPG,no,
309,000309.jpg,13.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/13.jpg,no,
310,000310.jpg,130.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/130.JPG,no,
311,000311.jpg,131.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/131.JPG,no,
312,000312.jpg,132.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/132.JPG,no,
313,000313.jpg,133.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/133.JPG,no,
314,000314.jpg,134.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/134.JPG,no,
315,000315.jpg,135.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/135.JPG,no,
316,000316.jpg,136.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/136.JPG,no,
317,000317.jpg,137.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/137.JPG,no,
318,000318.jpg,138.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/138.JPG,no,
319,000319.jpg,139.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/139.JPG,no,
320,000320.jpg,14.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/14.jpg,no,
321,000321.jpg,140.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/140.JPG,no,
322,000322.jpg,141.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/141.JPG,no,
323,000323.jpg,142.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/142.JPG,no,
324,000324.jpg,143.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/143.JPG,no,
325,000325.jpg,144.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/144.JPG,no,
326,000326.jpg,145.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/145.JPG,no,
327,000327.jpg,146.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/146.JPG,no,
328,000328.jpg,147.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/147.JPG,no,
329,000329.jpg,148.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/148.JPG,no,
330,000330.jpg,149.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/149.JPG,no,
331,000331.jpg,15.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/15.jpg,no,
332,000332.jpg,150.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/150.JPG,no,
333,000333.jpg,151.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/151.JPG,no,
334,000334.jpg,152.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/152.JPG,no,
335,000335.jpg,153.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/153.JPG,no,
336,000336.jpg,154.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/154.JPG,no,
337,000337.jpg,155.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/155.JPG,no,
338,000338.jpg,156.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/156.JPG,no,
339,000339.jpg,157.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/157.JPG,no,
340,000340.jpg,158.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/158.JPG,no,
341,000341.jpg,159.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/159.JPG,no,
342,000342.jpg,16.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/16.jpg,no,
343,000343.jpg,160.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/160.JPG,no,
344,000344.jpg,161.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/161.JPG,no,
345,000345.jpg,162.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/162.JPG,no,
346,000346.jpg,163.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/163.JPG,no,
347,000347.jpg,164.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/164.JPG,no,
348,000348.jpg,165.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/165.JPG,no,
349,000349.jpg,166.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/166.JPG,no,
350,000350.jpg,167.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/167.JPG,no,
351,000351.jpg,168.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/168.JPG,no,
352,000352.jpg,169.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/169.JPG,no,
353,000353.jpg,17.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/17.jpg,no,
354,000354.jpg,170.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/170.JPG,no,
355,000355.jpg,171.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/171.JPG,no,
356,000356.jpg,172.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/172.JPG,no,
357,000357.jpg,173.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/173.JPG,no,
358,000358.jpg,174.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/174.JPG,no,
359,000359.jpg,175.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/175.JPG,no,
360,000360.jpg,176.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/176.JPG,no,
361,000361.jpg,177.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/177.JPG,no,
362,000362.jpg,178.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/178.JPG,no,
363,000363.jpg,179.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/179.JPG,no,
364,000364.jpg,18.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/18.jpg,no,
365,000365.jpg,180.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/180.JPG,no,
366,000366.jpg,181.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/181.JPG,no,
367,000367.jpg,182.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/182.JPG,no,
368,000368.jpg,1820343 3.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/1820343 3.jpg,no,
369,000369.jpg,1820355 2.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/1820355 2.jpg,no,
370,000370.jpg,1820355 4.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/1820355 4.jpg,no,
371,000371.jpg,1820356 1.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/1820356 1.jpg,no,
372,000372.jpg,1820357 1.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/1820357 1.jpg,no,
373,000373.jpg,1820358 3.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/1820358 3.jpg,no,
374,000374.jpg,1820362 1.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/1820362 1.jpg,no,
375,000375.jpg,1822096 4.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/1822096 4.jpg,no,
376,000376.jpg,1822096 х5.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/1822096 х5.jpg,no,
377,000377.jpg,1822097 2.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/1822097 2.jpg,no,
378,000378.jpg,1822097 cp1.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/1822097 cp1.jpg,no,
379,000379.jpg,1822097.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/1822097.jpg,no,
380,000380.jpg,1822098 2.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/1822098 2.jpg,no,
381,000381.jpg,1822099 val 3.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/1822099 val 3.jpg,no,
382,000382.jpg,1822099 val.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/1822099 val.jpg,no,
383,000383.jpg,1822215.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/1822215.jpg,no,
384,000384.jpg,1822216 3.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/1822216 3.jpg,no,
385,000385.jpg,1822216.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/1822216.jpg,no,
386,000386.jpg,1822217 1.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/1822217 1.jpg,no,
387,000387.jpg,1822217 3.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/1822217 3.jpg,no,
388,000388.jpg,183.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/183.JPG,no,
389,000389.jpg,19.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/19.jpg,no,
390,000390.jpg,19_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/19_.jpg,no,
391,000391.jpg,2.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/2.jpg,no,
392,000392.jpg,20.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/20.jpg,no,
393,000393.jpg,21.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/21.jpg,no,
394,000394.jpg,22.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/22.jpg,no,
395,000395.jpg,22_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/22_.jpg,no,
396,000396.jpg,23.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/23.jpg,no,
397,000397.jpg,23_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/23_.jpg,no,
398,000398.jpg,25.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/25.jpg,no,
399,000399.jpg,25_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/25_.jpg,no,
400,000400.jpg,26.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/26.jpg,no,
401,000401.jpg,26_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/26_.jpg,no,
402,000402.jpg,27.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/27.jpg,no,
403,000403.jpg,27_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/27_.jpg,no,
404,000404.jpg,28.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/28.jpg,no,
405,000405.jpg,29.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/29.jpg,no,
406,000406.jpg,29_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/29_.jpg,no,
407,000407.jpg,3.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/3.jpg,no,
408,000408.jpg,30_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/30_.jpg,no,
409,000409.jpg,31.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/31.jpg,no,
410,000410.jpg,31_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/31_.jpg,no,
411,000411.jpg,32_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/32_.jpg,no,
412,000412.jpg,33.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/33.jpg,no,
413,000413.jpg,33_ (2).jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/33_ (2).jpg,no,
414,000414.jpg,33_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/33_.jpg,no,
415,000415.jpg,34.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/34.jpg,no,
416,000416.jpg,35.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/35.jpg,no,
417,000417.jpg,36.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/36.jpg,no,
418,000418.jpg,36_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/36_.jpg,no,
419,000419.jpg,37.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/37.jpg,no,
420,000420.jpg,38.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/38.jpg,no,
421,000421.jpg,38_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/38_.jpg,no,
422,000422.jpg,39.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/39.jpg,no,
423,000423.jpg,4.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/4.jpg,no,
424,000424.jpg,40.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/40.jpg,no,
425,000425.jpg,41.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/41.jpg,no,
426,000426.jpg,42.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/42.jpg,no,
427,000427.jpg,42_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/42_.jpg,no,
428,000428.jpg,43.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/43.jpg,no,
429,000429.jpg,44.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/44.jpg,no,
430,000430.jpg,45.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/45.jpg,no,
431,000431.jpg,45_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/45_.jpg,no,
432,000432.jpg,47.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/47.jpg,no,
433,000433.jpg,48.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/48.jpg,no,
434,000434.jpg,49.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/49.jpg,no,
435,000435.jpg,5.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/5.jpg,no,
436,000436.jpg,50.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/50.jpg,no,
437,000437.jpg,50_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/50_.jpg,no,
438,000438.jpg,51.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/51.jpg,no,
439,000439.jpg,53.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/53.jpg,no,
440,000440.jpg,54.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/54.jpg,no,
441,000441.jpg,55.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/55.jpg,no,
442,000442.jpg,56.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/56.jpg,no,
443,000443.jpg,57.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/57.jpg,no,
444,000444.jpg,58.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/58.jpg,no,
445,000445.jpg,59.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/59.jpg,no,
446,000446.jpg,6.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/6.jpg,no,
447,000447.jpg,60.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/60.jpg,no,
448,000448.jpg,61.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/61.jpg,no,
449,000449.jpg,61_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/61_.jpg,no,
450,000450.jpg,62.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/62.jpg,no,
451,000451.jpg,62_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/62_.jpg,no,
452,000452.jpg,63.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/63.jpg,no,
453,000453.jpg,63_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/63_.jpg,no,
